mes_ano,notificacoes,censitario,quarteirao
202308,1,354980505000003P,3774
202308,1,354980505000005P,4497
202308,1,354980505000006P,4549
202308,1,354980505000023P,4460
202308,1,354980505000024P,4474
202308,1,354980505000026P,4540
202308,1,354980505000027P,4464
202308,1,354980505000028P,4427
202308,1,354980505000029P,4495
202308,1,354980505000041P,5385
202308,1,354980505000046P,4403
202308,2,354980505000046P,4500
202308,1,354980505000049P,4520
202308,1,354980505000054P,4076
202308,1,354980505000058P,3614
202308,1,354980505000062P,5326
202308,1,354980505000066P,5377
202308,1,354980505000067P,5381
202308,1,354980505000073P,4480
202308,1,354980505000075P,4970
202308,1,354980505000076P,5040
202308,1,354980505000090P,5229
202308,1,354980505000090P,5249
202308,1,354980505000094P,5020
202308,1,354980505000095P,4978
202308,1,354980505000105P,3644
202308,2,354980505000118P,4383
202308,1,354980505000123P,6143
202308,1,354980505000124P,6101
202308,1,354980505000130P,5444
202308,1,354980505000130P,5457
202308,1,354980505000135P,5720
202308,1,354980505000138P,5735
202308,1,354980505000145P,5677
202308,1,354980505000149P,5599
202308,1,354980505000157P,6237
202308,1,354980505000158P,6224
202308,1,354980505000171P,5863
202308,1,354980505000171P,5869
202308,1,354980505000174P,6168
202308,1,354980505000178P,6205
202308,1,354980505000178P,6207
202308,1,354980505000178P,6212
202308,1,354980505000179P,6383
202308,1,354980505000180P,6392
202308,1,354980505000184P,6374
202308,1,354980505000193P,6492
202308,1,354980505000193P,6493
202308,1,354980505000197P,6030
202308,1,354980505000201P,5813
202308,1,354980505000207P,1224
202308,1,354980505000211P,1221
202308,1,354980505000215P,1157
202308,1,354980505000222P,4548
202308,1,354980505000225P,1286
202308,1,354980505000232P,2356
202308,1,354980505000233P,2235
202308,1,354980505000233P,2250
202308,2,354980505000238P,2640
202308,1,354980505000239P,2601
202308,1,354980505000243P,1946
202308,1,354980505000252P,3409
202308,2,354980505000256P,1973
202308,1,354980505000258P,1942
202308,1,354980505000258P,1993
202308,1,354980505000263P,1643
202308,1,354980505000266P,2311
202308,1,354980505000274P,3324
202308,1,354980505000276P,3302
202308,1,354980505000280P,2030
202308,1,354980505000281P,2049
202308,1,354980505000281P,2064
202308,1,354980505000282P,2045
202308,1,354980505000286P,1749
202308,1,354980505000296P,3350
202308,1,354980505000296P,3702
202308,1,354980505000300P,4295
202308,1,354980505000301P,3320
202308,1,354980505000307P,2059
202308,1,354980505000308P,2065
202308,1,354980505000309P,2067
202308,1,354980505000313P,2021
202308,1,354980505000317P,1682
202308,1,354980505000317P,1683
202308,1,354980505000328P,934
202308,1,354980505000328P,955
202308,1,354980505000329P,718
202308,1,354980505000329P,958
202308,1,354980505000330P,834
202308,1,354980505000333P,1364
202308,1,354980505000340P,2456
202308,2,354980505000348P,1343
202308,1,354980505000351P,2934
202308,2,354980505000351P,2988
202308,1,354980505000357P,2532
202308,1,354980505000360P,2500
202308,1,354980505000366P,1531
202308,1,354980505000368P,1521
202308,1,354980505000372P,1546
202308,1,354980505000372P,9242
202308,1,354980505000378P,3164
202308,1,354980505000378P,3173
202308,1,354980505000383P,3586
202308,1,354980505000385P,3891
202308,1,354980505000390P,2541
202308,1,354980505000391P,2537
202308,1,354980505000398P,1452
202308,1,354980505000400P,1474
202308,1,354980505000416P,2539
202308,1,354980505000426P,5670
202308,1,354980505000460P,1843
202308,1,354980505000472P,936
202308,1,354980505000498P,1564
202308,1,354980505000506P,6132
202308,1,354980505000507P,5733
202308,2,354980505000512P,6542
202308,1,354980505000521P,4459
202308,1,354980505000523P,3510
202308,1,354980505000523P,3511
202308,1,354980505000536P,783
202308,1,354980505000537P,7471
202308,1,354980505000537P,9814
202308,1,354980505000545P,3277
202308,1,354980505000577P,9221
202308,1,354980505000577P,9851
202308,1,354980505000584P,4667
202308,1,354980505000591P,4018
202308,1,354980505000593P,5357
202308,1,354980505000593P,5427
202308,1,354980505000598P,5402
202308,1,354980505000599P,5298
202308,2,354980505000602P,4692
202308,1,354980505000603P,4503
202308,1,354980505000611P,5310
202308,1,354980505000612P,5308
202308,2,354980505000615P,5045
202308,1,354980505000621P,4258
202308,1,354980505000626P,4147
202308,1,354980505000627P,1087
202308,1,354980505000627P,1118
202308,1,354980505000631P,1094
202308,1,354980505000631P,1097
202308,1,354980505000636P,1421
202308,1,354980505000638P,2955
202308,1,354980505000639P,1081
202308,1,354980505000639P,1089
202308,1,354980505000640P,1073
202308,1,354980505000640P,1116
202308,1,354980505000641P,1466
202308,1,354980505000644P,1601
202308,1,354980505000646P,1385
202308,1,354980505000650P,3566
202308,1,354980505000653P,1441
202308,1,354980505000654P,1544
202308,1,354980505000657P,10251
202308,1,354980505000668P,8102
202308,1,354980505000670P,3788
202308,1,354980505000670P,3857
202308,1,354980505000680P,1308
202308,1,354980505000690P,5536
202308,1,354980505000695P,5676
202308,1,354980505000698P,6248
202308,1,354980505000700P,5604
202308,1,354980505000703P,5590
202308,1,354980505000705P,5575
202308,1,354980505000706P,5565
202308,1,354980505000710P,6288
202308,1,354980505000712P,6330
202308,1,354980505000713P,6225
202308,2,354980505000716P,5664
202308,1,354980505000718P,5617
202308,1,354980505000719P,5603
202308,1,354980505000725P,5652
202308,1,354980505000737P,6341
202308,1,354980505000741P,6290
202308,1,354980505000744P,6528
202308,1,354980505000747P,6455
202308,1,354980505000755P,5933
202308,1,354980505000757P,6277
202308,1,354980505000761P,5799
202308,1,354980505000762P,5792
202308,1,354980505000770P,5129
202308,1,354980505000771P,5125
202308,2,354980505000777P,4906
202308,1,354980505000780P,6283
