mes_ano,notificacoes,censitario,quarteirao
202206,1,354980505000001P,4419
202206,1,354980505000001P,4532
202206,1,354980505000003P,3774
202206,1,354980505000004P,4428
202206,1,354980505000004P,4448
202206,1,354980505000006P,4554
202206,2,354980505000006P,4558
202206,1,354980505000009P,4516
202206,1,354980505000009P,4525
202206,1,354980505000010P,4423
202206,1,354980505000010P,4438
202206,1,354980505000013P,4492
202206,1,354980505000013P,4552
202206,1,354980505000016P,3994
202206,1,354980505000016P,4083
202206,1,354980505000016P,4115
202206,1,354980505000023P,4404
202206,1,354980505000024P,4474
202206,2,354980505000027P,4464
202206,1,354980505000028P,4477
202206,1,354980505000029P,4542
202206,1,354980505000030P,4559
202206,1,354980505000031P,5101
202206,1,354980505000033P,4074
202206,1,354980505000034P,4106
202206,1,354980505000034P,4121
202206,1,354980505000036P,4098
202206,1,354980505000040P,5222
202206,3,354980505000040P,5362
202206,2,354980505000040P,5424
202206,1,354980505000041P,5388
202206,1,354980505000041P,5416
202206,1,354980505000043P,4656
202206,1,354980505000045P,4574
202206,1,354980505000045P,4624
202206,1,354980505000046P,4499
202206,1,354980505000046P,4537
202206,1,354980505000047P,4512
202206,1,354980505000047P,4570
202206,2,354980505000049P,4433
202206,3,354980505000051P,4998
202206,1,354980505000052P,5072
202206,1,354980505000056P,4038
202206,1,354980505000058P,3614
202206,1,354980505000058P,3637
202206,1,354980505000059P,3756
202206,1,354980505000061P,3058
202206,1,354980505000061P,3616
202206,1,354980505000061P,3626
202206,1,354980505000062P,5261
202206,4,354980505000062P,5262
202206,1,354980505000066P,5370
202206,1,354980505000066P,5377
202206,1,354980505000066P,5379
202206,1,354980505000066P,5421
202206,1,354980505000067P,5364
202206,1,354980505000068P,5380
202206,1,354980505000068P,5382
202206,1,354980505000068P,5407
202206,1,354980505000068P,5415
202206,1,354980505000068P,5429
202206,1,354980505000070P,4626
202206,1,354980505000071P,4606
202206,1,354980505000071P,4649
202206,1,354980505000071P,4650
202206,1,354980505000072P,4635
202206,1,354980505000072P,4655
202206,1,354980505000073P,4480
202206,1,354980505000075P,5076
202206,1,354980505000075P,5078
202206,2,354980505000076P,5021
202206,1,354980505000076P,5040
202206,1,354980505000076P,5061
202206,1,354980505000076P,5115
202206,1,354980505000079P,3947
202206,2,354980505000079P,3962
202206,1,354980505000080P,4097
202206,1,354980505000081P,3097
202206,1,354980505000081P,3609
202206,1,354980505000082P,3604
202206,1,354980505000083P,3088
202206,1,354980505000083P,3101
202206,1,354980505000085P,3038
202206,2,354980505000085P,3104
202206,1,354980505000087P,3033
202206,1,354980505000087P,3073
202206,1,354980505000089P,5264
202206,1,354980505000089P,5267
202206,2,354980505000089P,5268
202206,1,354980505000090P,5231
202206,1,354980505000090P,5235
202206,1,354980505000094P,5004
202206,1,354980505000095P,4971
202206,2,354980505000095P,4978
202206,1,354980505000095P,5046
202206,1,354980505000095P,5070
202206,2,354980505000095P,5436
202206,2,354980505000096P,4954
202206,1,354980505000096P,4976
202206,1,354980505000096P,5036
202206,1,354980505000102P,4161
202206,1,354980505000102P,4169
202206,3,354980505000105P,3115
202206,1,354980505000105P,3598
202206,1,354980505000105P,3635
202206,1,354980505000106P,3026
202206,1,354980505000106P,3603
202206,1,354980505000106P,3620
202206,1,354980505000107P,3016
202206,1,354980505000107P,3070
202206,1,354980505000108P,3053
202206,2,354980505000108P,3102
202206,1,354980505000109P,3018
202206,1,354980505000109P,3096
202206,1,354980505000110P,3021
202206,2,354980505000113P,4331
202206,1,354980505000114P,4315
202206,1,354980505000114P,4323
202206,1,354980505000115P,4318
202206,1,354980505000115P,4320
202206,2,354980505000116P,4319
202206,1,354980505000118P,4338
202206,1,354980505000118P,4357
202206,1,354980505000119P,4335
202206,2,354980505000122P,6124
202206,1,354980505000122P,6137
202206,1,354980505000123P,6094
202206,1,354980505000127P,4401
202206,1,354980505000130P,5457
202206,1,354980505000130P,5459
202206,1,354980505000132P,4396
202206,1,354980505000132P,4399
202206,1,354980505000132P,4400
202206,2,354980505000134P,5562
202206,1,354980505000134P,5712
202206,1,354980505000140P,6249
202206,1,354980505000142P,6229
202206,2,354980505000145P,5677
202206,2,354980505000145P,5734
202206,2,354980505000148P,5580
202206,1,354980505000149P,5556
202206,1,354980505000149P,5599
202206,1,354980505000149P,5638
202206,1,354980505000149P,5755
202206,2,354980505000151P,5640
202206,1,354980505000151P,5762
202206,1,354980505000152P,6245
202206,3,354980505000152P,6254
202206,1,354980505000157P,6253
202206,1,354980505000166P,5595
