mes_ano,notificacoes,censitario,quarteirao
202203,1,354980505000001P,4456
202203,2,354980505000001P,4532
202203,1,354980505000001P,4555
202203,2,354980505000003P,3771
202203,2,354980505000004P,4448
202203,2,354980505000005P,4522
202203,1,354980505000006P,4554
202203,2,354980505000006P,4567
202203,1,354980505000009P,4516
202203,1,354980505000009P,4525
202203,1,354980505000009P,4551
202203,1,354980505000010P,4438
202203,1,354980505000012P,4418
202203,4,354980505000012P,4482
202203,1,354980505000013P,4552
202203,1,354980505000016P,4083
202203,1,354980505000019P,4595
202203,1,354980505000019P,4681
202203,1,354980505000022P,4417
202203,4,354980505000023P,4404
202203,3,354980505000027P,4464
202203,1,354980505000028P,4477
202203,2,354980505000029P,4465
202203,4,354980505000029P,4542
202203,2,354980505000030P,4559
202203,1,354980505000031P,5083
202203,2,354980505000031P,5093
202203,1,354980505000031P,5102
202203,1,354980505000031P,5104
202203,1,354980505000031P,5108
202203,1,354980505000032P,4015
202203,2,354980505000032P,4065
202203,1,354980505000032P,5091
202203,1,354980505000033P,3987
202203,2,354980505000033P,4021
202203,1,354980505000033P,4055
202203,1,354980505000034P,4106
202203,1,354980505000034P,4132
202203,1,354980505000040P,5209
202203,1,354980505000040P,5362
202203,1,354980505000040P,5424
202203,2,354980505000041P,5388
202203,2,354980505000041P,5416
202203,2,354980505000043P,4608
202203,1,354980505000043P,4654
202203,1,354980505000043P,4656
202203,1,354980505000045P,4574
202203,1,354980505000045P,4620
202203,1,354980505000045P,4624
202203,3,354980505000047P,4512
202203,1,354980505000048P,4475
202203,2,354980505000049P,4433
202203,4,354980505000051P,4998
202203,1,354980505000052P,4950
202203,1,354980505000052P,4981
202203,1,354980505000052P,4989
202203,2,354980505000054P,4025
202203,1,354980505000054P,4107
202203,1,354980505000055P,3984
202203,1,354980505000055P,4051
202203,1,354980505000056P,4044
202203,2,354980505000057P,3601
202203,1,354980505000058P,3606
202203,1,354980505000058P,3648
202203,1,354980505000059P,3602
202203,1,354980505000061P,3608
202203,1,354980505000061P,3616
202203,1,354980505000062P,5262
202203,1,354980505000066P,5371
202203,2,354980505000067P,5364
202203,3,354980505000068P,5380
202203,2,354980505000068P,5395
202203,1,354980505000068P,5429
202203,1,354980505000070P,4607
202203,2,354980505000070P,4625
202203,3,354980505000070P,4640
202203,2,354980505000070P,4674
202203,1,354980505000071P,4603
202203,2,354980505000072P,4576
202203,1,354980505000072P,4592
202203,2,354980505000073P,4413
202203,1,354980505000073P,4480
202203,2,354980505000073P,4691
202203,2,354980505000075P,5073
202203,1,354980505000075P,6074
202203,1,354980505000076P,4996
202203,1,354980505000076P,5115
202203,1,354980505000079P,3962
202203,1,354980505000080P,3631
202203,1,354980505000080P,3643
202203,2,354980505000080P,4043
202203,2,354980505000080P,4071
202203,1,354980505000081P,3097
