mes_ano,notificacoes,censitario,quarteirao
202210,1,354980505000006P,4549
202210,1,354980505000009P,4516
202210,1,354980505000010P,4423
202210,1,354980505000010P,4438
202210,1,354980505000027P,4464
202210,1,354980505000031P,5093
202210,1,354980505000032P,4015
202210,1,354980505000043P,4656
202210,1,354980505000047P,4463
202210,1,354980505000049P,4520
202210,1,354980505000055P,4077
202210,1,354980505000057P,3613
202210,1,354980505000061P,3608
202210,1,354980505000061P,3624
202210,2,354980505000062P,5262
202210,1,354980505000065P,5252
202210,1,354980505000065P,5257
202210,1,354980505000066P,5194
202210,1,354980505000071P,4649
202210,1,354980505000073P,4480
202210,1,354980505000082P,3084
202210,1,354980505000083P,3051
202210,1,354980505000084P,3094
202210,3,354980505000089P,5309
202210,1,354980505000094P,5023
202210,1,354980505000094P,7564
202210,1,354980505000095P,4978
202210,1,354980505000095P,5436
202210,1,354980505000105P,3598
202210,1,354980505000105P,3623
202210,2,354980505000106P,3026
202210,1,354980505000109P,3060
202210,1,354980505000110P,3021
202210,3,354980505000110P,3080
202210,2,354980505000111P,4296
202210,1,354980505000115P,4330
202210,1,354980505000122P,6137
202210,1,354980505000124P,6096
202210,2,354980505000124P,6102
202210,1,354980505000132P,4400
202210,1,354980505000135P,5571
202210,1,354980505000139P,5561
202210,1,354980505000140P,5714
202210,1,354980505000140P,6262
202210,1,354980505000142P,6229
202210,2,354980505000142P,6231
202210,2,354980505000145P,5734
202210,1,354980505000148P,5746
202210,1,354980505000149P,5599
202210,1,354980505000149P,5625
202210,1,354980505000152P,6236
202210,1,354980505000159P,6252
202210,1,354980505000171P,5877
202210,1,354980505000174P,6166
202210,1,354980505000174P,6215
202210,1,354980505000178P,6206
202210,1,354980505000187P,10407
202210,1,354980505000191P,7106
202210,1,354980505000193P,6024
202210,1,354980505000201P,5813
202210,1,354980505000204P,5797
202210,1,354980505000213P,1168
202210,1,354980505000214P,1150
202210,1,354980505000215P,1157
202210,1,354980505000216P,1256
202210,1,354980505000218P,1231
202210,1,354980505000221P,2589
202210,1,354980505000226P,1298
202210,1,354980505000227P,2268
202210,1,354980505000227P,2275
202210,1,354980505000228P,2270
202210,1,354980505000228P,2272
202210,1,354980505000232P,2230
202210,1,354980505000235P,4286
202210,1,354980505000237P,2653
202210,1,354980505000238P,2549
202210,1,354980505000238P,2550
202210,2,354980505000242P,1963
202210,1,354980505000252P,3393
202210,1,354980505000256P,1973
202210,2,354980505000258P,1991
202210,1,354980505000258P,1993
202210,1,354980505000259P,2028
202210,1,354980505000262P,1649
202210,1,354980505000263P,1625
202210,1,354980505000263P,1644
202210,1,354980505000267P,2305
202210,1,354980505000274P,3355
202210,1,354980505000274P,3381
202210,1,354980505000279P,2089
202210,1,354980505000282P,2051
202210,1,354980505000283P,2122
202210,1,354980505000284P,1686
202210,2,354980505000285P,1639
202210,1,354980505000286P,1666
202210,1,354980505000286P,1667
202210,1,354980505000299P,3752
202210,1,354980505000300P,3452
202210,1,354980505000301P,3364
202210,1,354980505000301P,3366
202210,1,354980505000304P,2720
202210,1,354980505000306P,2076
202210,1,354980505000306P,2077
202210,1,354980505000309P,2052
202210,2,354980505000309P,2067
202210,1,354980505000313P,2036
202210,1,354980505000314P,1984
202210,1,354980505000317P,1689
202210,1,354980505000328P,934
202210,1,354980505000328P,956
202210,1,354980505000328P,957
202210,1,354980505000329P,962
202210,2,354980505000334P,1312
202210,1,354980505000334P,1366
202210,1,354980505000341P,1060
202210,2,354980505000341P,1134
202210,1,354980505000344P,1306
202210,1,354980505000344P,1360
202210,1,354980505000347P,1373
202210,1,354980505000348P,1370
202210,1,354980505000348P,1377
202210,1,354980505000349P,1610
202210,2,354980505000352P,2932
202210,1,354980505000358P,2516
202210,1,354980505000360P,2455
202210,1,354980505000365P,1533
202210,1,354980505000366P,1518
202210,1,354980505000366P,1532
202210,1,354980505000368P,1411
202210,1,354980505000376P,3216
202210,1,354980505000378P,3175
202210,1,354980505000381P,2943
202210,1,354980505000381P,3558
202210,1,354980505000383P,3586
202210,1,354980505000388P,3875
202210,1,354980505000391P,2446
202210,1,354980505000391P,2545
202210,1,354980505000398P,1438
202210,1,354980505000400P,1413
202210,1,354980505000400P,1417
202210,1,354980505000404P,3873
202210,1,354980505000404P,3914
202210,1,354980505000407P,3784
202210,1,354980505000408P,3795
202210,2,354980505000429P,5855
202210,1,354980505000434P,6304
202210,1,354980505000443P,3425
202210,1,354980505000447P,2177
202210,1,354980505000449P,3701
202210,1,354980505000449P,3708
202210,1,354980505000450P,3751
202210,1,354980505000460P,1843
202210,1,354980505000465P,1507
202210,1,354980505000466P,2825
202210,1,354980505000466P,2826
202210,1,354980505000472P,1022
202210,1,354980505000476P,20
202210,1,354980505000482P,4746
202210,1,354980505000506P,6140
202210,1,354980505000511P,9339
202210,1,354980505000515P,7108
202210,1,354980505000520P,4695
202210,1,354980505000521P,4435
202210,2,354980505000521P,4533
202210,1,354980505000522P,2586
202210,1,354980505000524P,2728
202210,3,354980505000526P,2784
202210,1,354980505000531P,3295
202210,1,354980505000535P,772
202210,1,354980505000535P,777
202210,2,354980505000537P,9814
202210,2,354980505000538P,7553
202210,1,354980505000545P,7477
