mes_ano,notificacoes,censitario,quarteirao
202306,1,354980505000911P,3315
202306,1,354980505000914P,431
202306,1,354980505000914P,432
202306,1,354980505000915P,437
202306,1,354980505000916P,799
202306,1,354980505000919P,1735
202306,1,354980505000919P,1738
202306,1,354980505000926P,2008
202306,1,354980505000926P,2130
202306,1,354980505000929P,2368
202306,2,354980505000930P,9345
202306,1,354980505000937P,8120
202306,1,354980505000940P,8198
202306,1,354980505000944P,138
202306,1,354980505000946P,65
202306,1,354980505000950P,96
202306,1,354980505000950P,98
202306,1,354980505000950P,104
202306,1,354980505000951P,108
202306,1,354980505000951P,111
202306,1,354980505000954P,8541
202306,1,354980505000957P,9371
202306,1,354980505000960P,9182
202306,2,354980505000966P,8689
202306,1,354980505000968P,8683
202306,1,354980505000970P,9021
202306,1,354980505000970P,9023
202306,1,354980505000971P,9321
202306,1,354980505000973P,252
202306,1,354980505000974P,9087
202306,1,354980505000974P,9094
202306,3,354980505000976P,8042
202306,1,354980505000977P,8048
202306,1,354980505000979P,8073
202306,1,354980505000983P,8013
202306,2,354980505000984P,8007
202306,2,354980505000987P,9294
202306,2,354980505000987P,10428
202306,1,354980505000991P,10827
202306,2,354980505000999P,8438
202306,4,354980505001001P,8439
202306,1,354980505001003P,10430
202306,1,354980505001010P,8298
202306,1,354980505001011P,9334
202306,1,354980505001012P,7642
202306,1,354980505001012P,7649
202306,1,354980505001012P,9072
202306,1,354980505001013P,9341
202306,17,354980505001017P,9316
202306,2,354980505001018P,1894
202306,1,354980505001024P,3143
202306,2,354980505001027P,730
202306,2,354980505001029P,1925
202306,4,354980505001031P,7359
202306,2,354980505001036P,7358
202306,1,354980505001037P,1872
202306,1,354980505001041P,1853
202306,4,354980505001043P,1821
202306,1,354980505001051P,554
202306,1,354980505001052P,7892
202306,1,354980505001053P,7864
202306,1,354980505001053P,7869
202306,1,354980505001055P,10277
202306,1,354980505001057P,1047
202306,3,354980505001058P,10276
202306,1,354980505001060P,186
202306,1,354980505001070P,4843
202306,1,354980505001072P,10309
202306,1,354980505001074P,4921
202306,1,354980505001075P,6566
202306,1,354980505001080P,4910
202306,1,354980505001083P,5502
202306,1,354980505001083P,5511
202306,1,354980505001086P,4563
202306,1,354980505001099P,4011
202306,1,354980505001104P,4412
202306,1,354980505001105P,4451
202306,1,354980505001109P,2923
202306,1,354980505001113P,5496
202306,1,354980505001115P,4284
202306,1,354980505001118P,2582
202306,1,354980505001124P,2750
202306,1,354980505001126P,2010
202306,1,354980505001127P,2040
202306,1,354980505001127P,2042
202306,2,354980505001129P,3152
202306,1,354980505001135P,2336
202306,2,354980505001139P,1017
202306,1,354980505001139P,1033
202306,1,354980505001142P,2206
202306,1,354980505001143P,10246
202306,1,354980505001147P,6295
202306,1,354980505001147P,6353
202306,1,354980505001149P,5662
202306,1,354980505001152P,5854
202306,1,354980505001153P,5903
202306,1,354980505001154P,4791
202306,1,354980505001154P,4808
202306,2,354980505001158P,5732
202306,1,354980505001161P,9343
202306,1,354980505001162P,9003
202306,2,354980505001162P,9346
202306,1,354980505001163P,9351
202306,1,354980505001176P,3916
202306,3,354980505001179P,2463
202306,1,354980505001182P,1419
202306,1,354980505001194P,9248
202306,3,354980505001203P,4264
202306,1,354980505001204P,3678
202306,1,354980505001206P,929
202306,1,354980505001207P,915
202306,1,354980505001207P,916
202306,1,354980505001213P,875
202306,1,354980505001215P,3241
202306,2,354980505001220P,4753
202306,1,354980505001221P,8478
202306,1,354980505001222P,7466
202306,2,354980505001228P,6214
202306,1,354980505001229P,6475
202306,1,354980505001229P,6574
202306,1,354980505001230P,6544
202306,1,354980505001236P,6549
202306,1,354980505001238P,6550
202306,1,354980505001239P,5535
202306,1,354980505001242P,5633
202306,3,354980505001244P,4811
202306,1,354980505001249P,4458
202306,1,354980505001251P,5743
202306,1,354980505001251P,5744
202306,1,354980505001252P,5646
202306,1,354980505001252P,5741
202306,1,354980505001259P,9165
202306,1,354980505001260P,9161
202306,2,354980505001265P,10249
202306,1,354980505001267P,9318
202306,2,354980505001267P,9330
202306,1,354980505001267P,10433
202306,1,354980510000007P,6683
202306,1,354980510000021P,7243
202306,1,354980510000029P,8974
202306,1,354980510000037P,6611
202306,1,354980510000040P,7218
202306,2,354980510000040P,7227
202306,1,354980510000040P,7228
202306,1,354980510000041P,6691
202306,1,354980510000042P,6654
202306,1,354980510000045P,6585
202306,1,354980510000048P,6834
202306,1,354980510000048P,6835
202306,1,354980510000050P,6829
202306,1,354980510000056P,8747
202306,1,354980510000056P,8749
202306,1,354980510000060P,9489
202306,1,354980510000060P,9490
202306,2,354980510000062P,9470
202306,1,354980510000067P,6722
202306,1,354980510000069P,9309
202306,1,354980510000076P,10845
202306,1,354980510000078P,8996
202306,3,354980510000079P,9312
202306,1,354980510000080P,8883
202306,1,354980510000084P,6640
202306,1,354980510000085P,6750
202306,1,354980510000085P,7718
202306,1,354980510000085P,7726
202306,2,354980510000091P,7807
202306,1,354980510000093P,7683
202306,1,354980510000094P,6939
202306,5,354980510000101P,9308
202306,1,354980520000005P,642
202306,1,354980520000013P,647
202306,1,354980520000013P,7435
202306,1,354980520000019P,571
202306,1,354980520000019P,572
202306,1,354980520000023P,610
202306,1,354980520000028P,9320
202306,1,354980520000031P,585
